Title,Course Price,Subscribers,Reviews Left,Percent of Reviews,Length of Course
Create full featured Landing Page in Ruby on Rails in 3 hour,30,1550,15,0.01,3.0
How to create a  video blog with WordPress,25,1209,8,0.01,4.5
PHP For WordPress Development,35,850,12,0.01,1.0
Create a Professional Website Without Programming/Coding,Free,5421,93,0.02,1.5
How to Build an Autocomplete System Like Google,30,255,5,0.02,1.0
Master EmberJS : Learn Ember JS From Scratch,120,707,59,0.08,6.5
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,Free,6856,137,0.02,2.0
Learn Top Ten PHP FrameWorks By Building Projects,60,1007,96,0.1,17.5
How to Make a Video Blog Website From Scratch w/ Wordpress ,Free,12952,163,0.01,1.0
Build Websites And Apps By Outsourcing,20,2299,11,0.0,2.0
Learning Path: Web Applications with Spring and Angular,200,19,2,0.11,4.0
Learn Ruby on Rails By Building Projects,60,1736,79,0.05,13.0
Canvas image Creator HTML5 JavaScript project from Scratch,100,2195,10,0.0,3.5
Javascript Essentials,Free,47062,5590,0.12,8.5
Devtools 2017: The Basics of Chrome Developer Tools,Free,4569,108,0.02,1.0
Chrome Extensions : Develop 5 chrome extensions from scratch,Free,3655,85,0.02,2.0
Learn how to quickly build websites using Wordpress,Free,15715,406,0.03,3.5
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,75,578,40,0.07,5.5
Develop a Professional OnePage WordPress site With No Coding,20,1747,13,0.01,1.5
PHP Specialist (2017 Edition),100,197,11,0.06,3.5
Python Programming: Create an Digital Marketplace in Django,195,4198,145,0.03,26.0
Create Ajax Chat App with PHP & Mysql,45,540,11,0.02,1.0
Mastering Thymeleaf with Spring,75,942,161,0.17,4.5
Learn Rails Programming in Less than 2 Hours,35,2470,24,0.01,2.5
Wordpress Backup & Restore,95,478,37,0.08,1.5
Learn JavaScript Dynamic Interactive Projects for Beginners,100,2558,12,0.0,3.0
Build Modern Websites Super Fast,25,2178,22,0.01,1.5
SAP - Learn SAPUI5 Professional Development,195,860,201,0.23,7.0
Wordpress Security,95,2888,26,0.01,2.5
Learn HTML5 At Your Own Pace. Ideal for Beginners,50,3026,60,0.02,7.0
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,20,2164,290,0.13,8.5
Build Real World Websites from Scratch using HTML5 and CSS3,195,10874,114,0.01,7.5
How to become an App Developer,200,1935,17,0.01,1.0
"Modern JavaScript: Building Real-World, Real-Time Apps",50,1871,154,0.08,13.5
JavaScript Introduction to Object Oriented JavaScript,90,7789,59,0.01,1.5
Core HTML How to get online quickly HTML to HTML5 ,90,10394,33,0.0,3.5
Building Websites JavaScript and the DOM,120,17759,64,0.0,3.0
Complete Login and Registration System in PHP and MYSQL,200,4714,149,0.03,4.0
The Complete E-Commerce Web Developer Course 5.0,195,3209,58,0.02,12.5
HTML5 canvas Bootcamp for beginners 25 easy steps,120,14118,30,0.0,2.0
Advanced HTML5 Tutorial for Web Developers,50,11847,57,0.0,7.5
Learn the Basics of Programming for Marketers,55,11339,43,0.0,3.5
Css For Beginners,85,1156,13,0.01,2.5
GRUNT js: Automate web development tasks and save your time,55,1534,33,0.02,1.5
Mastering Web and Mobile Debugging Using Chrome Dev Tools,195,1102,12,0.01,2.0
HTML : Beginner Guide to HTML writing,20,783,20,0.03,37.0
Build Web Apps Using EmberJS: The Complete Course,40,627,126,0.2,4.5
SharePoint 2013 Development using C# - Part I,50,891,101,0.11,8.5
SAP Crystal Reports with ASP.Net (Step by step),Free,7484,304,0.04,1.0
Building Responsive Data Visualizations with D3 JS,85,876,59,0.07,2.0
Learn Rails Programming in Less than 30 Minute - Lite,20,1235,25,0.02,38.0
SASS - Beginner Crash Course,25,1143,34,0.03,1.0
Angular 2 Fundamentals for Web Developers,40,450,61,0.14,6.0
Easily Learn Web Development With Drop & Drag: OptimizePress,20,1442,9,0.01,2.0
XML XSLT - Crash Course for Beginners,45,426,4,0.01,1.0
Create Your Own Successful Online School To Sell Courses,95,2814,14,0.0,2.0
Flask Tutorial Step by Step,Free,4645,171,0.04,2.0
Ruby on Rails a Beginners Guide ,Free,13130,346,0.03,6.5
Mastering Basic CSS Selectors.,Free,3933,23,0.01,3.0
Create a Website Similar to Facebook from Scratch!,25,2197,9,0.0,1.5
Comprehensive TypeScript,125,1318,78,0.06,4.5
"Essential HTML, CSS & HTML5 Training",50,1553,35,0.02,5.5
HTML 5 and CSS 3 - tricks and workarounds,80,2007,10,0.0,5.5
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",45,1540,19,0.01,3.0
WordPress Plugins Treasure Chest,25,1655,10,0.01,3.0
Practical Understanding of PHP and MySQL,Free,12201,217,0.02,5.5
"AngularJS for Beginners, Single-Page Applications Made Easy",200,1284,46,0.04,1.5
Building a Social Network in PHP & MySQL From Scratch,50,869,125,0.14,14.0
XML DOM - Crash Course for Beginners,45,396,6,0.02,34.0
Create a Powerful Website with the Cool Bootstrap Framework,Free,7142,41,0.01,4.0
HTML5 and CSS3 -Start building beautiful websites,150,1414,14,0.01,2.5
Getting Started as a Web Developer,Free,9833,241,0.02,1.0
Learn Laravel: Create Your Web App Step-By-Step,45,604,47,0.08,4.0
Professional Web Scraping with Java,50,685,37,0.05,1.0
3D Programming with WebGL and Babylon.js for Beginners,200,549,49,0.09,2.0
Learn to make a colorful one page website,200,1220,16,0.01,34.0
WordPress Plugin Tutorial,40,1588,8,0.01,34.0
Introduction to HTML,Free,8371,212,0.03,1.5
Learn JavaScript From Scratch:Become Top Rated Web Developer,65,2570,17,0.01,5.0
"Installing Wordpress 4 - Installation, Registrars & Hosting",45,6117,188,0.03,2.5
Learn PHP Programming for Absolute Beginners,35,5368,78,0.01,2.0
WordPress for Beginners 2017 + Google AdSense Implementation,195,2225,14,0.01,6.5
JavaScript for beginners in 1 hour,95,2086,56,0.03,1.0
HTML5 and CSS for Beginner To Expert,20,1732,15,0.01,4.5
Become a Kick-Ass Web Developer: From Newbie to Pro,200,6751,44,0.01,48.5
Django Tutorial: Build Your First App Fast & Free! ,20,5228,180,0.03,2.5
Create a social network using PHP Mysqli HTML Css and JQuery,40,1477,17,0.01,6.0
PHP - Send and Receive Mobile Text Messages (SMS),50,1626,81,0.05,1.5
Complete PHP Course with OOP Start to Finish!,200,4529,54,0.01,2.0
Coding Made Easy: HTML & CSS For Beginners,40,3254,92,0.03,1.5
WordPress Security - The Ultimate Security Guide,60,2267,17,0.01,1.5
How to Make a Single Page Website for Freelancers & Agencies,Free,17463,283,0.02,1.5
Learn to Use jQuery UI Widgets,Free,23669,521,0.02,1.0
Learn to Create Responsive Layouts in 30 Minutes,Free,5301,174,0.03,30.0
Web Building Starter Pack. Html Css and JQuery Animations,30,1033,16,0.02,7.5
Getting Started with Angular 2+,Free,6909,401,0.06,2.0
Intro to PHP Web Application Development with Symfony,200,4040,72,0.02,1.5
Learn OAuth 2.0 - Theory and Hands On,145,546,69,0.13,3.0
Learning CSS3 - A Comprehensive Tutorial For Web Developers,50,2459,107,0.04,8.0
Professional WordPress Theme Development from Scratch,200,1284,173,0.13,25.5
PHP Zend Framework 1.11:Creating a CRUD Application,40,1122,5,0.0,35.0
Write quicker HTML5 and CSS 3; productivity hacks with emmet,Free,13016,286,0.02,1.5
The Ultimate jQuery Course,20,1098,15,0.01,2.5
Build an Advanced Single Page with Bootstrap & WordPress,95,481,75,0.16,6.0
Master all PHP ideas 2017 to build any project,50,376,19,0.05,3.0
A Beginner's Guide to the Meteor JavaScript Framework,50,898,132,0.15,2.0
Create an E-commerce website without any coding,20,1393,40,0.03,31.0
Learn To Build Apps Using Play Framework,40,434,69,0.16,5.5
Introducing Ionic 2,50,394,78,0.2,1.5
Learn Laravel with Database Migration & Seeding & Faker,20,263,14,0.05,1.0
Create a Client Network by Hosting WordPress Sites,35,1061,8,0.01,1.0
Introduction to PHP Slim Microframework,20,1312,19,0.01,1.0
ASP :basics for beginners,35,764,7,0.01,1.0
"WordPress Development With NodeJS, Gulp, Composer & More",25,289,30,0.1,4.0
Become PHP Facebook Developer: Password-Less Authentication,195,4001,8,0.0,4.0
How To Create Your Very First Website With HTML and CSS,100,5097,196,0.04,2.0
Learn JSON for beginners with JavaScript,200,3193,10,0.0,1.5
Ultimate guide to Social Media Web development integration ,200,11011,13,0.0,2.5
A Complete Laravel basics from beginner to expert,25,3492,61,0.02,1.5
JQuery Basics - Learn JQuery From Scratch,100,3559,24,0.01,1.0
Learn MeteorJS By Building 10 Real World Projects,50,2784,221,0.08,15.0
JavaScript Basics for Beginners Introduction to coding,150,5495,52,0.01,1.5
AngularJS Masterclass - Deep Dive & Understand AngularJS,100,2912,309,0.11,6.0
HTML5 for beginners,195,9687,59,0.01,5.0
All in one HTML CSS and JQuery,20,3444,35,0.01,3.0
Responsive Design with NEW Materialize,75,12629,88,0.01,1.5
Create a Responsive Business Website with WordPress,95,1659,73,0.04,5.5
PHP webservices,30,1305,25,0.02,34.0
JavaScript Promises: Applications in ES6 and AngularJS,75,651,52,0.08,2.5
Learn to build 20 websites and build 14 iOS9 apps with swift,40,1926,9,0.0,22.5
Professional CSS Flexbox,35,396,130,0.33,43.0
XML :basics for beginners,40,1062,12,0.01,39.0
How to create Paypal and Credit card Payment Buttons,65,578,6,0.01,1.0
Customizr - Learn WordPress with the ultimate creative theme,Free,4735,81,0.02,5.0
How To Create a Local Wordpress Environment,Free,4306,163,0.04,31.0
Fun and creative web engineering with Python and Web2py,Free,10917,319,0.03,2.0
WordPress for Beginners - Build Your First Website in 2017,100,1701,125,0.07,7.0
Learn to Make an Animated Image Gallery using HTML5,Free,11080,165,0.01,1.0
Projects in Foundation Framework - Learn By Building 10 Apps,50,636,33,0.05,10.0
Drupal for Beginners,30,1478,18,0.01,5.0
Laravel : CRUD Application Using AJAX In Laravel 5.3,20,362,19,0.05,1.0
Foundations of Front-End Web Development,Free,8337,300,0.04,20.5
Angular 2 - Superheroic Framework,20,702,21,0.03,3.0
Social Network Web Development,200,2698,29,0.01,8.0
For Free - Deploy Quickly Spring Boot on Heroku With MySQL,95,177,19,0.11,1.0
Building Web Applications with Spring MVC,85,714,48,0.07,3.0
"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",20,1062,20,0.02,3.5
HTML & CSS - Learn to build sleek websites ,55,1552,14,0.01,3.5
Master Angular 2 - The No Nonsense Course,25,102,27,0.26,2.5
Master ASP . NET 4 from scratch,50,613,135,0.22,16.0
CoffeeScript: The Good Partsâ€”Write Better javaScript,50,2152,19,0.01,2.5
Mastering Magento,85,1063,101,0.1,3.5
Ultimate JavaScript Strings,Free,3142,117,0.04,37.0
Your Own Site in 45 Min: The Complete Wordpress Course,120,1566,29,0.02,4.0
Redirect Your Visitors By Country Easily -Wordpress Tutorial,20,2306,3,0.0,1.0
Learn Knockout JS Framework from GroundUp,40,633,104,0.16,5.0
Build Responsive Websites  in an Hour using Portalfin,Free,2859,42,0.01,44.0
Master Riot: Learn Riot.js from Scratch,125,299,75,0.25,3.5
Learn W3.CSS,50,1002,7,0.01,34.0
Learning Axure RP,75,631,103,0.16,4.5
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",50,1386,17,0.01,3.0
"Kids Coding -Introduction to HTML, CSS and JavaScript",200,2355,143,0.06,7.0
Introduction to Voice Design with Amazon's Alexa,Free,6742,1036,0.15,41.0
How to Create a Social Network For a Niche-Related Community,100,1853,34,0.02,2.0
Webpack 1 & 2 - The Complete Guide,40,252,46,0.18,6.5
Star Rating Project AJAX with JSON response from PHP MySQL,120,1302,18,0.01,1.5
Wordpress for beginners :Build Websites Fast without Coding ,50,1658,72,0.04,5.0
ASP.Net MVC Quick Start,Free,15092,1234,0.08,5.5
Build a Chatbot integrated Website using Bootstrap 4,50,165,13,0.08,3.0
How To Create A WordPress Website Without Paying A Developer,20,4333,16,0.0,1.0
PSD to Bootstrap 3 for Beginners using HTML & CSS,20,976,93,0.1,2.5
Build Advanced Responsive Websites with Foundation 6 & SASS,200,1276,245,0.19,22.5
Learn Essential Javascript Fundamentals - Lite,20,1476,27,0.02,39.0
Learn HTML in 2 hours!,Free,5351,235,0.04,1.5
Laravel 4 try and enjoy php coding,20,2402,26,0.01,2.0
Wordpress Beginner Tutorial: Build Your First Website,Free,6402,104,0.02,1.5
Build Complex Express Sites with Redis and Socket IO,125,223,26,0.12,3.5
Building a ASP.NET MVC 5 Membership Website,95,654,86,0.13,25.5
Drupal Views: Introduction to Enhancing Your Drupal Website,105,1262,36,0.03,2.5
Bootstrap Bootcamp - Responsive web development- 8 projects,100,253,34,0.13,7.0
Self Advertise Using PowerPoint Twitter and Facebook on ios,20,1780,15,0.01,36.0
Learning Bootstrap 3 - Tutorial From Infinite Skills,50,1266,90,0.07,3.0
Practical Web Development: Make Websites Quickly And Easily,20,2389,7,0.0,2.0
"Learn animation using CSS3, Javascript and HTML5",40,1468,54,0.04,2.5
Creating Interactive HTML5 Video,25,838,13,0.02,2.0
Optimizing Wordpress for More Speed and Revenue,Free,2649,16,0.01,35.0
JavaScript project Learn to create a memory Game and more,95,6000,21,0.0,1.5
The Complete JavaScript Bootcamp,195,1839,91,0.05,5.0
JavaScript for Absolute Beginners,20,10689,394,0.04,2.0
Complete JavaScript Course for Beginners with Easy Examples,200,7449,91,0.01,4.0
Angular 2 Master Class with Alejandro Rangel,30,4157,206,0.05,9.5
Quick learning jQuery web development,150,3388,67,0.02,3.0
Google Blogger Course,60,1343,11,0.01,3.5
"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",200,3399,85,0.03,1.5
PHP Tutorial: Learn PHP Basic Programming for Beginners,20,2510,21,0.01,1.5
Mastering Modern Web Development Using React,195,1537,8,0.01,2.5
"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",50,6134,93,0.02,2.0
The Essential Web Developer Course - Build 12 Websites,200,9355,390,0.04,16.5
Build Powerful Websites & Blogs using WordPress - No Coding,20,1024,14,0.01,3.0
Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,40,325,37,0.11,3.5
Building Web Apps Using Flask and Neo4j,50,166,21,0.13,2.5
Learn Web Animation the Easy Way: An Intro to SVG and GSAP,50,203,33,0.16,3.0
Build Your Own Membership Website With Joomla,95,1134,9,0.01,1.5
Learn Spring Security 4 Basics - Hands On,95,216,28,0.13,2.0
Display and analyze GIS data on the web with Leaflet.js,100,25,4,0.16,12.5
How to Build a CMS with PHP,50,1096,33,0.03,1.0
Responsive Web Design with HTML5 and CSS3 - Introduction,35,770,65,0.08,8.0
Master Typescript : Learn Typescript from scratch,95,424,45,0.11,3.5
XSD :basics for beginners,35,755,0,0.0,42.0
Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,60,652,48,0.07,6.5
Css Positioning For Absolute Beginners: A Basic Introduction,65,4797,97,0.02,1.0
Creating User Authentication System in CodeIgniter,200,2783,9,0.0,1.5
How to easily Manage your WordPress Website,20,8462,50,0.01,2.0
Wordpress For Beginners: Create a Professional Website,200,5129,183,0.04,1.5
"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",20,5272,111,0.02,2.0
Automate Web Development With Gulp JS,20,2784,425,0.15,3.5
Bootstrap 4 Responsive Web Design and Development,20,3086,17,0.01,7.5
Intro To HTML & CSS: Web Development For Beginners,20,6008,203,0.03,4.0
Become Exceptional in HTML and HTML5,20,16486,86,0.01,6.5
Become a Rockstar Web Developer - Learn By Coding,200,2076,125,0.06,11.0
Spring 4 Mastercourse: Covers Annotation & XML Configuration,200,1353,53,0.04,23.5
WordPress Plugin Development for 2017 - Build 14 Plugins,50,3770,108,0.03,7.0
Single Page Application of MVC 5 Using AngularJS,20,722,53,0.07,1.5
"Learn to Code in HTML5, CSS3, and JavaScript",20,1404,7,0.0,2.5
Web Application Development - Learn by Building 3 Web Apps,30,1688,16,0.01,1.5
Rails Ecommerce App with HTML Template from Themeforest,25,214,34,0.16,2.0
Writing CSS with {LESS} - Tutorial From Infinite Skills,50,788,21,0.03,2.0
Login and Registration from Scratch with PHP and MySQL,20,1128,77,0.07,2.0
Getting Started with Magento,85,608,88,0.14,3.5
Ruby on Rails Foundations,20,359,45,0.13,6.5
Core Concepts in HTML 5,75,1532,19,0.01,2.0
Learn Azure Cloud Step by Step,20,791,29,0.04,2.5
Learn Facebook Flux Architecture for Web Applications,40,395,26,0.07,6.5
"Create free, fast and secure static website",50,322,9,0.03,31.0
Object Orientation in PHP,20,151,40,0.26,5.0
Creating Custom Web Maps,50,208,48,0.23,2.0
Build A YouTube Downloader With C# And GitHub,20,385,39,0.1,2.5
Querying Microsoft SQL Server 2012 - (Exam No. 70-461),85,666,89,0.13,6.5
HTTP Clients with Laravel: Use and Consume Services and APIs,65,237,22,0.09,3.5
Modern E-Commerce Store In php & mysqli With Bootstrap,50,240,45,0.19,66.5
Simple And Easy: Wordpress For Beginners,Free,5014,196,0.04,3.0
Create Website from scratch in Urdu & Hindi,Free,3033,91,0.03,1.0
Advance Unix : File Processing: AWK | GREP | VIM,20,458,2,0.0,1.0
Introduction to Node.js Development,55,1779,48,0.03,1.0
Advance JavaScript for Coders: Learn OOP in JavaScript,40,334,41,0.12,11.5
Web Development With Google Maps,50,222,9,0.04,8.5
jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,145,422,86,0.2,12.5
Learn Spring Security 4 Intermediate - Hands On,95,227,16,0.07,2.0
Learning Path: The Road to Elasticsearch,200,50,5,0.1,5.0
HTML/CSS Bootcamp,40,194,26,0.13,10.0
JavaScript High Performance,95,458,28,0.06,4.5
Node:js : Building Rest Apis with Sails.js,100,61,9,0.15,2.0
Fundamentals of Angular 2 Full Stack Design,95,314,43,0.14,6.5
Create Newsletter Subscription Form with PHP/AJAX in 40 Min,50,586,10,0.02,38.0
AppML :basics for beginners,30,770,0,0.0,38.0
How to manage your own VPS and create websites,120,735,16,0.02,1.5
Learn BuddyPress: Build A Social Network with WordPress,20,1299,15,0.01,1.0
HTML FOR BEGINNERS,20,791,8,0.01,1.0
XML XQuery - Crash Course for Beginners,45,426,4,0.01,1.0
Simplified Cross Browser Web Testing Using VirtualBox,20,796,3,0.0,1.0
JavaScript and jQuery Basics: Start The Journey,25,1316,22,0.02,5.0
How to Install WordPress From Scratch,Free,8415,56,0.01,1.0
CSS :basics for beginners,30,1085,8,0.01,32.0
"WordPress Development - Themes, Plugins & Single Page Apps",150,817,164,0.2,19.5
Learn Effective HTML in No Time!,40,1275,11,0.01,1.0
HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,90,1526,72,0.05,6.5
Building a Search Engine in PHP & MySQL,Free,10110,379,0.04,2.5
create a search engine for your website!,20,1832,6,0.0,1.5
Learn basics of HTML in 30 Minutes,20,945,17,0.02,33.0
JavaScript from Scratch for Very Beginners,30,1272,31,0.02,5.0
Learn Web Development by Creating a Social Network,200,442,48,0.11,6.5
CSS Image filters - The modern web images color manipulation,Free,6315,53,0.01,1.5
Building Responsive Websites with Bootstrap 3 Framework,75,1322,14,0.01,3.0
Create a Membership Site with Wishlist Member & Wordpress,95,557,39,0.07,2.5
Convert HTML Websites into PHP: Learn by Doing in 40 Minutes,50,540,13,0.02,36.0
17 Complete JavaScript   projects explained step by step,185,327,26,0.08,9.5
Mastering Unix : AWK Commands,20,358,0,0.0,2.0
Cakephp:Creating a CRUD application,40,803,2,0.0,31.0
HTML and CSS: A Guide to Web Design,25,1557,13,0.01,14.0
Drupal 8 Site Building,Free,1942,23,0.01,4.5
Learn Bootstrap 4 The Most Popular HTML5 CSS3 & JS Framework,200,279,37,0.13,10.0
Essentials of Spring 5.0 for Developers,125,34,2,0.06,1.5
The Extreme Web Development Course - For Beginners,200,1420,62,0.04,5.5
JQuery DOM and Ajax Concept Explained for Beginners,35,1812,112,0.06,37.0
HTML Forms For Beginners: A Basic Introduction  ,45,2472,41,0.02,1.0
Ultimate JavaScript Objects,20,1525,43,0.03,2.5
The Complete Web Developer Course - Build 20 Websites,20,2650,61,0.02,15.5
"Simple Javascript: Learn by Doing, Beginners Welcome!",25,2753,10,0.0,2.0
"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",20,2985,40,0.01,1.5
Learn HTML5 Canvas for beginners,100,2360,12,0.01,3.5
Bootstrap 4 Beginners: Code a Responsive Landing Page,30,948,193,0.2,3.5
Build Wordpress CMS Clone with Laravel 5,150,392,81,0.21,8.5
XML DTD - Crash Course for Beginners,45,944,1,0.0,1.0
Beginner Photoshop to HTML5 and CSS3,Free,73110,1716,0.02,2.0
XPATH :basics for beginners,40,878,6,0.01,37.0
The Fastest Way to Create a Website Using Godaddy,30,1454,14,0.01,30.0
A how to guide in HTML,Free,7318,205,0.03,35.0
Building Better APIs with GraphQL,50,555,89,0.16,2.5
Learn Grunt with Examples: Automate Your Front End Workflow,20,496,113,0.23,1.0
Build A Stock Downloader With Visual Studio 2015 And C#,20,436,36,0.08,1.5
jQuery UI in Action: Build 5 jQuery UI Projects,150,382,28,0.07,15.5
Learn jQuery from Scratch - Master of JavaScript library,100,1040,14,0.01,2.0
How To Design A WordPress Website With No Coding At All,25,306,3,0.01,3.5
Learn and Build using Polymer,40,513,169,0.33,3.5
CSS Animations: Create Amazing Effects on Your Website,50,300,31,0.1,3.0
Using MODX CMS to Build Websites: A Beginner's Guide,45,901,36,0.04,2.0
