Country Name,Country Code,2010,2011
Afghanistan,AFG,20.60000038,20.89999962
Angola,AGO,10.80000019,10.69999981
Albania,ALB,25.79999924,27
Arab World,ARB,25.02221416,28.11751567
United Arab Emirates,ARE,9.800000191,9.800000191
Argentina,ARG,19.5,18.79999924
Armenia,ARM,38.29999924,38.70000076
Australia,AUS,11.39999962,11.39999962
Austria,AUT,8.800000191,8.199999809
Azerbaijan,AZE,14.60000038,14.5
Burundi,BDI,10.80000019,10.80000019
Belgium,BEL,22.5,18.60000038
Benin,BEN,2,2
Burkina Faso,BFA,5.199999809,5.300000191
Bangladesh,BGD,8.199999809,8.199999809
Bulgaria,BGR,22.89999962,25.20000076
Bahrain,BHR,10.19999981,11.39999962
"Bahamas, The",BHS,36,27.20000076
Bosnia and Herzegovina,BIH,57.20000076,57.09999847
Belarus,BLR,13.19999981,12.5
Belize,BLZ,20.89999962,24.29999924
Bolivia,BOL,6,5.5
Brazil,BRA,17.20000076,15.19999981
Barbados,BRB,25.29999924,25.5
Brunei Darussalam,BRN,10.89999962,10.89999962
Bhutan,BTN,8.399999619,8.399999619
Botswana,BWA,33,33.20000076
Central African Republic,CAF,10.80000019,10.80000019
Canada,CAN,14.80000019,14.10000038
Central Europe and the Baltics,CEB,24.55851044,25.48077081
Switzerland,CHE,7.699999809,7.599999905
Chile,CHL,18.60000038,17.60000038
China,CHN,9,9.300000191
Cote d'Ivoire,CIV,6.199999809,6.300000191
Cameroon,CMR,6.400000095,6.400000095
"Congo, Rep.",COG,10.60000038,10.80000019
Colombia,COL,24.29999924,23.20000076
Comoros,COM,10.60000038,10.60000038
Cabo Verde,CPV,18.20000076,18.10000038
Costa Rica,CRI,17,17
Caribbean small states,CSS,25.00404981,23.85882696
Cuba,CUB,6.099999905,6.699999809
Cyprus,CYP,16,21.39999962
Czech Republic,CZE,18.5,17.89999962
Germany,DEU,9.699999809,8.399999619
Denmark,DNK,14.10000038,14.30000019
Dominican Republic,DOM,25.29999924,30
Algeria,DZA,22.20000076,22.5
East Asia & Pacific (excluding high income),EAP,11.00182193,10.68795967
Early-demographic dividend,EAR,14.25074593,14.18041932
East Asia & Pacific,EAS,10.92512961,10.58613711
Europe & Central Asia (excluding high income),ECA,19.22433988,18.3308471
Europe & Central Asia,ECS,20.43299976,20.22957008
Ecuador,ECU,11.30000019,10.69999981
"Egypt, Arab Rep.",EGY,26.29999924,33.90000153
Euro area,EMU,22.38713073,22.9145776
Eritrea,ERI,10.80000019,10.60000038
Spain,ESP,42.5,47.09999847
Estonia,EST,33.29999924,22.60000038
Ethiopia,ETH,7.400000095,7.5
European Union,EUU,22.15853143,22.79359585
Fragile and conflict affected situations,FCS,16.13627162,16.68354951
Finland,FIN,20.39999962,18.89999962
Fiji,FJI,20.10000038,20.10000038
France,FRA,22.60000038,21.89999962
Gabon,GAB,34.5,34.5
United Kingdom,GBR,19.60000038,20.10000038
Georgia,GEO,36.79999924,36.59999847
Ghana,GHA,11.39999962,9.399999619
Guinea,GIN,1.899999976,1.399999976
"Gambia, The",GMB,10.69999981,11.10000038
Guinea-Bissau,GNB,10.69999981,10.60000038
Equatorial Guinea,GNQ,10.80000019,10.60000038
Greece,GRC,32.40000153,44.09999847
Guatemala,GTM,5.699999809,7.400000095
Guyana,GUY,23.29999924,22.89999962
High income,HIC,18.51720393,18.18417641
"Hong Kong SAR, China",HKG,12.10000038,9.199999809
Honduras,HND,9.100000382,8.300000191
Heavily indebted poor countries (HIPC),HPC,11.67657988,11.63183499
Croatia,HRV,33.5,36.59999847
Haiti,HTI,19.29999924,16.70000076
Hungary,HUN,26.60000038,26
IBRD only,IBD,13.96016707,13.99020624
IDA & IBRD total,IBT,13.22616099,13.19784356
IDA total,IDA,11.25090026,11.12213538
IDA blend,IDB,10.54681827,10.24766841
Indonesia,IDN,25,21.39999962
IDA only,IDX,11.65618089,11.61938774
India,IND,10.19999981,10.30000019
Ireland,IRL,28,29.10000038
"Iran, Islamic Rep.",IRN,28.39999962,28.39999962
Iraq,IRQ,32.29999924,32.40000153
Iceland,ISL,16.10000038,14.60000038
Israel,ISR,13.60000038,11.60000038
Italy,ITA,27.79999924,29.10000038
Jamaica,JAM,30,29.5
Jordan,JOR,30.10000038,31.60000038
Japan,JPN,9.100000382,8
Kazakhstan,KAZ,6,5.300000191
Kenya,KEN,17.10000038,17.10000038
Kyrgyz Republic,KGZ,16.60000038,15.89999962
Cambodia,KHM,0.899999976,0.699999988
"Korea, Rep.",KOR,9.699999809,9.699999809
Kuwait,KWT,10.60000038,21.60000038
Latin America & Caribbean (excluding high income),LAC,14.91169585,14.23968925
Lao PDR,LAO,3.200000048,3.200000048
Lebanon,LBN,20.89999962,20.79999924
Liberia,LBR,5,5
Libya,LBY,43.79999924,42.59999847
Latin America & Caribbean,LCN,15.13383257,14.43314856
Least developed countries: UN classification,LDC,11.40659968,11.45290947
Low income,LIC,10.38537713,10.42106075
Sri Lanka,LKA,18.79999924,16.89999962
Lower middle income,LMC,13.06103102,13.12808185
Low & middle income,LMY,13.14487964,13.11082944
Lesotho,LSO,35.59999847,37.79999924
Late-demographic dividend,LTE,11.58609725,11.49734972
Lithuania,LTU,35.20000076,32
Luxembourg,LUX,14.5,16.79999924
Latvia,LVA,34.90000153,31
"Macao SAR, China",MAC,5.300000191,5.800000191
Morocco,MAR,17.70000076,17.79999924
Moldova,MDA,17.70000076,15.10000038
Madagascar,MDG,6.199999809,6.199999809
Maldives,MDV,25.39999962,25.5
Middle East & North Africa,MEA,25.92388649,28.71213163
Mexico,MEX,9.399999619,10
Middle income,MIC,13.45367703,13.42221763
"Macedonia, FYR",MKD,53.70000076,55.40000153
Mali,MLI,10.30000019,10.39999962
Malta,MLT,13.19999981,14
Myanmar,MMR,9.399999619,9.399999619
Middle East & North Africa (excluding high income),MNA,26.50492496,29.63539225
Montenegro,MNE,46,37.20000076
Mongolia,MNG,14.10000038,9
Mozambique,MOZ,40.70000076,40.70000076
Mauritania,MRT,46.70000076,46.70000076
Mauritius,MUS,23.10000038,21.70000076
Malawi,MWI,13.80000019,13.89999962
Malaysia,MYS,11,10
North America,NAC,18.32792309,17.08694564
Namibia,NAM,44.09999847,40.09999847
Niger,NER,7.199999809,7.300000191
Nigeria,NGA,13.80000019,13.80000019
Nicaragua,NIC,12.30000019,11.60000038
Netherlands,NLD,8.800000191,7.5
Norway,NOR,9.199999809,8.699999809
Nepal,NPL,4,4
New Zealand,NZL,17,17.20000076
OECD members,OED,17.24663479,16.76466772
Oman,OMN,19.29999924,19
Other small states,OSS,24.25900774,23.53717391
Pakistan,PAK,8.199999809,8.100000382
Panama,PAN,14.89999962,11.89999962
Peru,PER,9,9.5
Philippines,PHL,16.79999924,16.10000038
Papua New Guinea,PNG,5.400000095,5.300000191
Poland,POL,23.39999962,25.5
Pre-demographic dividend,PRE,13.99682244,14.07091362
Puerto Rico,PRI,30.60000038,30.10000038
"Korea, Dem. Peopleâ€™s Rep.",PRK,10.19999981,10.30000019
Portugal,PRT,22.29999924,30
Paraguay,PRY,11.89999962,10.19999981
Post-demographic dividend,PST,17.79825563,17.47630499
Qatar,QAT,1.5,1.700000048
Romania,ROU,22.29999924,23.89999962
Russian Federation,RUS,16.79999924,15.30000019
Rwanda,RWA,0.699999988,0.699999988
South Asia,SAS,9.943292742,9.995086959
Saudi Arabia,SAU,29.79999924,30.10000038
Sudan,SDN,22.79999924,22.70000076
Senegal,SEN,13,12.39999962
Singapore,SGP,9.899999619,9.199999809
Solomon Islands,SLB,9.100000382,8.899999619
Sierra Leone,SLE,5.099999905,5.099999905
El Salvador,SLV,13,12
Somalia,SOM,10.5,10.5
Serbia,SRB,45.5,50.40000153
Sub-Saharan Africa (excluding high income),SSA,14.6525289,14.52390793
Sub-Saharan Africa,SSF,14.6525289,14.52390793
Small states,SST,24.04004695,23.26828156
Suriname,SUR,20.70000076,19
Slovak Republic,SVK,33.70000076,33.09999847
Slovenia,SVN,14.60000038,15.80000019
Sweden,SWE,25.20000076,23.20000076
Swaziland,SWZ,42,42.20000076
Syrian Arab Republic,SYR,19.29999924,33.70000076
Chad,TCD,10.39999962,10.89999962
East Asia & Pacific (IDA & IBRD countries),TEA,11.0109481,10.69248343
Europe & Central Asia (IDA & IBRD countries),TEC,19.64773365,19.00293831
Togo,TGO,10.80000019,10.80000019
Thailand,THA,4,2.900000095
Tajikistan,TJK,17.29999924,16.39999962
Turkmenistan,TKM,20.60000038,21
Latin America & the Caribbean (IDA & IBRD countries),TLA,15.16645796,14.45004448
Middle East & North Africa (IDA & IBRD countries),TMN,26.36887616,29.57835834
Timor-Leste,TLS,13.10000038,12.60000038
South Asia (IDA & IBRD),TSA,9.943292742,9.995086959
Sub-Saharan Africa (IDA & IBRD countries),TSS,14.6525289,14.52390793
Trinidad and Tobago,TTO,14,11.19999981
Tunisia,TUN,29.39999962,42.70000076
Turkey,TUR,21.20000076,17.89999962
Tanzania,TZA,5.599999905,6.599999905
Uganda,UGA,7.400000095,7.400000095
Ukraine,UKR,17.39999962,19
Upper middle income,UMC,13.91807947,13.77960544
Uruguay,URY,20.79999924,17.89999962
United States,USA,18.70000076,17.39999962
Uzbekistan,UZB,20.60000038,20.60000038
"Venezuela, RB",VEN,17.5,17.39999962
Vietnam,VNM,6.099999905,5.300000191
West Bank and Gaza,PSE,37.70000076,34.09999847
World,WLD,13.78495694,13.71467257
"Yemen, Rep.",YEM,30.29999924,30
South Africa,ZAF,50.79999924,50.09999847
"Congo, Dem. Rep.",COD,12.30000019,12.30000019
Zambia,ZMB,26.39999962,26.60000038
Zimbabwe,ZWE,9.600000382,8.300000191
